question,evidence,final,sentence,word,weight,page
59,"{'confidence': -0.304274023621, 'final': False}",False,1,19,-0.30,Motets
59,"{'confidence': -0.046007635080000005, 'final': False}",False,1,21,-0.05,Motet
59,"{'confidence': -0.10666061924110001, 'final': False}",False,2,6,-0.11,Motets
59,"{'confidence': -0.1116107161475, 'final': False}",False,2,10,-0.11,Motets
59,"{'confidence': -0.068980670058, 'final': False}",False,2,16,-0.07,Motets
59,"{'confidence': -0.00070301122285, 'final': True}",True,2,22,-0.00,Motets
59,"{'confidence': -0.04905135101, 'final': False}",False,2,23,-0.05,Motets
59,"{'confidence': -0.121547976806325, 'final': False}",False,3,5,-0.12,Motets
59,"{'confidence': -0.070052661408165, 'final': False}",False,3,12,-0.07,Motets
59,"{'confidence': -0.21781399140816501, 'final': False}",False,3,16,-0.22,Motet
59,"{'confidence': -0.03065108822285, 'final': False}",False,4,7,-0.03,Motets
59,"{'confidence': -0.112987796408165, 'final': False}",False,4,11,-0.11,Motet
59,"{'confidence': -0.30599205441731997, 'final': False}",False,4,15,-0.31,Motet
59,"{'confidence': -0.30599205441731997, 'final': False}",False,4,15,-0.31,Motet
60,"{'confidence': -0.3919273175, 'final': False}",False,0,7,-0.39,Symphony
60,"{'confidence': -0.021286853117883333, 'final': False}",False,0,14,-0.02,Swan Lake
60,"{'confidence': -0.231917245923, 'final': False}",False,0,19,-0.23,Concerto for 24 Violins
60,"{'confidence': -0.051339460536825005, 'final': False}",False,0,23,-0.05,Ricercar
60,"{'confidence': -0.29428282301066666, 'final': False}",False,1,7,-0.29,Cantatas
60,"{'confidence': -0.1962925293461333, 'final': False}",False,1,14,-0.20,Oratorios
60,"{'confidence': -0.13297820000000002, 'final': False}",False,1,15,-0.13,Oratorios
60,"{'confidence': -0.08547034453755002, 'final': False}",False,2,8,-0.09,Oratorios
60,"{'confidence': -0.059327483333333327, 'final': False}",False,2,13,-0.06,Oratorios
60,"{'confidence': -0.03809872403755, 'final': False}",False,2,19,-0.04,Oratorios
60,"{'confidence': -0.2660409966666667, 'final': False}",False,3,7,-0.27,Oratorios
60,"{'confidence': -0.07933666453754999, 'final': False}",False,3,13,-0.08,Oratorios
60,"{'confidence': -0.12735450787088334, 'final': False}",False,3,20,-0.13,Oratorios
60,"{'confidence': -0.12686938120421667, 'final': False}",False,3,21,-0.13,Oratorios
60,"{'confidence': -0.07918503787088334, 'final': False}",False,4,5,-0.08,Oratorios
60,"{'confidence': -0.12074530948825998, 'final': False}",False,4,13,-0.12,Passions (music)
60,"{'confidence': -0.0664431158472, 'final': False}",False,4,19,-0.07,Passions (music)
60,"{'confidence': -0.1007654015, 'final': False}",False,5,8,-0.10,Oratorio
60,"{'confidence': -0.12866317498372, 'final': False}",False,6,6,-0.13,Passions (music)
60,"{'confidence': -0.12866317498372, 'final': False}",False,6,6,-0.13,Passions (music)
61,"{'confidence': -1.1224389833333334e-06, 'final': False}",False,0,6,-0.00,The Planets
61,"{'confidence': -0.070189066653025, 'final': False}",False,0,14,-0.07,Goldberg Variations
61,"{'confidence': -1.1696393e-06, 'final': True}",True,0,20,-0.00,Water Music
61,"{'confidence': -3.948155e-07, 'final': True}",True,1,6,-0.00,Water Music
61,"{'confidence': -0.00039897708, 'final': True}",True,1,10,-0.00,Water Music
61,"{'confidence': -0.21366833344559163, 'final': False}",False,1,16,-0.21,The Art of Fugue
61,"{'confidence': -0.15751285138837873, 'final': False}",False,1,22,-0.16,The Four Seasons (Vivaldi)
61,"{'confidence': -0.15795958, 'final': False}",False,2,6,-0.16,Water Music
61,"{'confidence': -0.003410945306325, 'final': False}",False,2,11,-0.00,Water Music
61,"{'confidence': -0.017182857775938334, 'final': False}",False,3,6,-0.02,Water Music (Handel)
61,"{'confidence': -0.0015892866382633333, 'final': True}",True,3,12,-0.00,Water Music (Handel)
61,"{'confidence': -5.378972e-06, 'final': True}",True,3,16,-0.00,Water Music
61,"{'confidence': -9.3123195e-07, 'final': True}",True,4,5,-0.00,Water Music
61,"{'confidence': -1.0876401500000001e-06, 'final': True}",True,4,11,-0.00,Water Music
61,"{'confidence': -0.08164397790270499, 'final': False}",False,4,14,-0.08,Water Music (Handel)
61,"{'confidence': -0.00216886162631, 'final': True}",True,5,7,-0.00,Water Music (Handel)
61,"{'confidence': -0.029242934265783335, 'final': False}",False,5,13,-0.03,Water Music (Handel)
61,"{'confidence': -0.0004886361781216666, 'final': True}",True,5,17,-0.00,Water Music (Handel)
61,"{'confidence': -0.0004886361781216666, 'final': True}",True,5,17,-0.00,Water Music (Handel)
62,"{'confidence': -0.00025789482966, 'final': False}",False,0,6,-0.00,Charles Ives
62,"{'confidence': -0.28785999778091254, 'final': False}",False,0,13,-0.29,Twelve-tone technique
62,"{'confidence': -0.022293326692199997, 'final': False}",False,0,17,-0.02,Charles Ives
62,"{'confidence': -0.13265039474106666, 'final': False}",False,1,8,-0.13,Charles Ives
62,"{'confidence': -0.07576941500056002, 'final': False}",False,1,14,-0.08,Johann Sebastian Bach
62,"{'confidence': -0.133144852136788, 'final': False}",False,1,20,-0.13,Johann Sebastian Bach
62,"{'confidence': -1.3814186785714286e-06, 'final': True}",True,1,22,-0.00,György Ligeti
62,"{'confidence': -4.171595285714286e-07, 'final': True}",True,2,5,-0.00,György Ligeti
62,"{'confidence': -1.3133022928571425e-06, 'final': True}",True,2,12,-0.00,György Ligeti
62,"{'confidence': -6.321385142857143e-07, 'final': True}",True,2,17,-0.00,György Ligeti
62,"{'confidence': -3.305706392857142e-06, 'final': True}",True,3,7,-0.00,György Ligeti
62,"{'confidence': -1.1664396471428569e-06, 'final': True}",True,3,13,-0.00,György Ligeti
62,"{'confidence': -5.363631857142857e-07, 'final': True}",True,3,19,-0.00,György Ligeti
62,"{'confidence': -0.00018809354012142856, 'final': True}",True,4,6,-0.00,György Ligeti
62,"{'confidence': -3.754862235714286e-06, 'final': True}",True,4,12,-0.00,György Ligeti
62,"{'confidence': -1.8029155142857143e-06, 'final': True}",True,5,7,-0.00,György Ligeti
62,"{'confidence': -4.5121770714285717e-07, 'final': True}",True,5,12,-0.00,György Ligeti
62,"{'confidence': -4.5121770714285717e-07, 'final': True}",True,5,12,-0.00,György Ligeti
63,"{'confidence': -0.004650639009003999, 'final': False}",False,0,7,-0.00,Symphony No. 5 (Beethoven)
63,"{'confidence': -0.004531028609453, 'final': False}",False,0,13,-0.00,Symphony No. 5 (Beethoven)
63,"{'confidence': -4.49937857e-07, 'final': True}",True,0,21,-0.00,Symphony No. 5 (Beethoven)
63,"{'confidence': -0.07804166950808, 'final': False}",False,0,27,-0.08,Symphony No. 5 (Beethoven)
63,"{'confidence': -0.10099680526651, 'final': False}",False,0,33,-0.10,Symphony No. 7 (Beethoven)
63,"{'confidence': -0.085208761224328, 'final': False}",False,0,35,-0.09,Symphony No. 9 (Beethoven)
63,"{'confidence': -0.13073618222029298, 'final': False}",False,1,6,-0.13,Symphony No. 9 (Beethoven)
63,"{'confidence': -0.10382470659496298, 'final': False}",False,1,12,-0.10,Symphony No. 3 (Beethoven)
63,"{'confidence': -0.07483984534765, 'final': False}",False,1,18,-0.07,Symphony No. 9 (Beethoven)
63,"{'confidence': -0.001072469383733, 'final': True}",True,1,23,-0.00,Symphony No. 3 (Beethoven)
63,"{'confidence': -0.0064727884538280005, 'final': False}",False,2,7,-0.01,Symphony No. 3 (Beethoven)
63,"{'confidence': -0.009506367244219998, 'final': False}",False,2,12,-0.01,Symphony No. 3 (Beethoven)
63,"{'confidence': -0.006733505272450001, 'final': False}",False,2,16,-0.01,Symphony No. 3 (Beethoven)
63,"{'confidence': -0.0008740014628630001, 'final': True}",True,2,17,-0.00,Symphony No. 3 (Beethoven)
63,"{'confidence': -0.04527472277313, 'final': False}",False,3,7,-0.05,Eroica symphony
63,"{'confidence': -0.04985067452726, 'final': False}",False,3,11,-0.05,Eroica symphony
63,"{'confidence': -6.6535120369e-05, 'final': True}",True,4,7,-0.00,Symphony No. 3 (Beethoven)
63,"{'confidence': -0.00033488674082999994, 'final': True}",True,4,11,-0.00,Symphony No. 3 (Beethoven)
63,"{'confidence': -0.00033488674082999994, 'final': True}",True,4,11,-0.00,Symphony No. 3 (Beethoven)
