sentence,word,weight,final,question,page,evidence
4,14,-0.00,True,84,Colon (anatomy),"{'confidence': -0.00014362239533, 'final': True}"
4,15,-0.00,True,84,Colon (anatomy),"{'confidence': -0.00019865490326, 'final': True}"
5,7,-0.00,True,84,Colon (anatomy),"{'confidence': -0.0005796890666500001, 'final': True}"
5,12,-0.01,False,84,Colon (anatomy),"{'confidence': -0.008258040660060001, 'final': False}"
5,18,-0.12,False,84,Colon (anatomy),"{'confidence': -0.12263592441345599, 'final': False}"
5,23,-0.13,False,84,Colon (anatomy),"{'confidence': -0.13470434565972597, 'final': False}"
5,23,-0.13,False,84,Colon (anatomy),"{'confidence': -0.13470434565972597, 'final': False}"
0,7,-0.03,False,85,Onset (medicine),"{'confidence': -0.03246546815531, 'final': False}"
0,12,-0.09,False,85,Parkinson's disease,"{'confidence': -0.0898672377887875, 'final': False}"
0,17,-0.00,True,85,Parkinson's disease,"{'confidence': -0.00116053119, 'final': True}"
0,24,-0.00,True,85,Parkinson's disease,"{'confidence': -0.0025619047124125, 'final': True}"
1,7,-0.02,False,85,Gout,"{'confidence': -0.0188777639075, 'final': False}"
1,13,-0.00,True,85,Parkinson's disease,"{'confidence': -2.63104134e-05, 'final': True}"
1,17,-0.01,False,85,Myasthenia gravis,"{'confidence': -0.012371830283833332, 'final': False}"
2,6,-0.08,False,85,Myasthenia gravis,"{'confidence': -0.07815145504208333, 'final': False}"
2,12,-0.02,False,85,Myasthenia gravis,"{'confidence': -0.021969825009725, 'final': False}"
2,18,-0.01,False,85,Myasthenia gravis,"{'confidence': -0.00650698874095, 'final': False}"
2,20,-0.02,False,85,Myasthenia gravis,"{'confidence': -0.019349152873666665, 'final': False}"
3,7,-0.00,True,85,Myasthenia gravis,"{'confidence': -0.00019981261877500002, 'final': True}"
3,12,-0.00,True,85,Myasthenia gravis,"{'confidence': -6.335131654999999e-06, 'final': True}"
3,17,-0.00,True,85,Myasthenia gravis,"{'confidence': -7.5867700916666666e-06, 'final': True}"
4,6,-0.00,True,85,Myasthenia gravis,"{'confidence': -3.38761964e-05, 'final': True}"
4,11,-0.00,True,85,Myasthenia gravis,"{'confidence': -1.7259229966666667e-06, 'final': True}"
4,16,-0.00,True,85,Myasthenia gravis,"{'confidence': -4.5073417766666665e-06, 'final': True}"
4,20,-0.00,True,85,Myasthenia gravis,"{'confidence': -4.486467788333333e-05, 'final': True}"
4,21,-0.00,True,85,Myasthenia gravis,"{'confidence': -2.2240133158333336e-05, 'final': True}"
4,21,-0.00,True,85,Myasthenia gravis,"{'confidence': -2.2240133158333336e-05, 'final': True}"
0,8,-0.21,False,86,Filipin stain,"{'confidence': -0.2066329875, 'final': False}"
0,12,-0.01,False,86,Cell membrane,"{'confidence': -0.008900118077, 'final': False}"
1,5,-0.02,False,86,Lysosome,"{'confidence': -0.016772539407733333, 'final': False}"
1,11,-0.03,False,86,Lysosome,"{'confidence': -0.028987780042333336, 'final': False}"
2,5,-0.00,True,86,Lysosome,"{'confidence': -1.85659085e-05, 'final': True}"
2,11,-0.00,True,86,Lysosome,"{'confidence': -2.9104939333333335e-06, 'final': True}"
2,16,-0.00,True,86,Lysosome,"{'confidence': -1.0658732333333332e-05, 'final': True}"
2,17,-0.00,True,86,Lysosome,"{'confidence': -2.4336791666666663e-06, 'final': True}"
3,4,-0.00,True,86,Lysosome,"{'confidence': -1.0420324633333334e-05, 'final': True}"
3,9,-0.00,True,86,Lysosome,"{'confidence': -8.870677333333331e-06, 'final': True}"
3,14,-0.00,True,86,Lysosome,"{'confidence': -1.9956618333333334e-05, 'final': True}"
3,19,-0.00,True,86,Lysosome,"{'confidence': -1.3996434666666666e-05, 'final': True}"
3,25,-0.00,True,86,Lysosome,"{'confidence': -7.281294666666667e-06, 'final': True}"
4,5,-0.00,True,86,Lysosome,"{'confidence': -8.442971000000001e-07, 'final': True}"
4,11,-0.00,True,86,Lysosome,"{'confidence': -1.1621734833333332e-06, 'final': True}"
4,16,-0.00,True,86,Lysosome,"{'confidence': -2.8801331666666666e-07, 'final': True}"
4,17,-0.00,True,86,Lysosome,"{'confidence': -1.6787226833333334e-06, 'final': True}"
5,7,-0.00,True,86,Lysosome,"{'confidence': -1.0427211e-07, 'final': True}"
5,14,-0.00,True,86,Lysosome,"{'confidence': -1.0427211e-07, 'final': True}"
5,15,-0.00,True,86,Lysosome,"{'confidence': -1.0427211e-07, 'final': True}"
5,15,-0.00,True,86,Lysosome,"{'confidence': -1.0427211e-07, 'final': True}"
0,7,-0.32,False,87,Endocrine gland,"{'confidence': -0.31579385794333337, 'final': False}"
0,14,-0.01,False,87,Antibody,"{'confidence': -0.012192371833333333, 'final': False}"
0,19,-0.13,False,87,Antibody,"{'confidence': -0.12819672647455002, 'final': False}"
0,23,-0.24,False,87,Antibody,"{'confidence': -0.23869359309286667, 'final': False}"
0,27,-0.13,False,87,Antibody,"{'confidence': -0.134193749877, 'final': False}"
1,4,-0.17,False,87,Monoclonal antibody,"{'confidence': -0.168224766563266, 'final': False}"
1,10,-0.11,False,87,Antibody,"{'confidence': -0.11172198870383333, 'final': False}"
1,16,-0.00,True,87,Antibody,"{'confidence': -0.0006668683333333333, 'final': True}"
1,21,-0.00,True,87,Antibody,"{'confidence': -0.0015481210042166667, 'final': True}"
2,7,-0.00,True,87,Antibody,"{'confidence': -0.0015060181, 'final': True}"
2,14,-0.02,False,87,Chromatin immunoprecipitation,"{'confidence': -0.02230428126286875, 'final': False}"
2,18,-0.04,False,87,Chromatin immunoprecipitation,"{'confidence': -0.03679775038204125, 'final': False}"
2,21,-0.05,False,87,Antibodies,"{'confidence': -0.04551594323333333, 'final': False}"
3,6,-0.08,False,87,Monoclonal antibody,"{'confidence': -0.08103117252, 'final': False}"
3,11,-0.00,True,87,Antibody,"{'confidence': -0.000141955761, 'final': True}"
3,15,-0.10,False,87,Antibodies,"{'confidence': -0.0970336936238, 'final': False}"
4,7,-0.03,False,87,Antibodies,"{'confidence': -0.0314941218831, 'final': False}"
4,13,-0.00,False,87,Immunoglobulins,"{'confidence': -0.003734943202, 'final': False}"
4,15,-0.01,False,87,Immunoglobulins,"{'confidence': -0.00593658234, 'final': False}"
4,15,-0.01,False,87,Immunoglobulins,"{'confidence': -0.00593658234, 'final': False}"
0,7,-0.05,False,88,Speciation,"{'confidence': -0.045253805, 'final': False}"
0,11,-0.09,False,88,Speciation,"{'confidence': -0.085323475, 'final': False}"
0,17,-0.01,False,88,Competition (biology),"{'confidence': -0.012269164004906, 'final': False}"
0,23,-0.04,False,88,Competition (biology),"{'confidence': -0.04485233475920001, 'final': False}"
0,24,-0.04,False,88,Neutral theory of ecology,"{'confidence': -0.041558629501, 'final': False}"
1,3,-0.18,False,88,Neutral theory of ecology,"{'confidence': -0.17674212916249998, 'final': False}"
1,8,-0.12,False,88,Neutral theory of ecology,"{'confidence': -0.11941198741125, 'final': False}"
1,14,-0.11,False,88,Neutral theory of molecular evolution,"{'confidence': -0.11379241450732998, 'final': False}"
1,19,-0.15,False,88,Neutral mutation,"{'confidence': -0.148876794, 'final': False}"
1,24,-0.41,False,88,Neutral mutation,"{'confidence': -0.407961445, 'final': False}"
2,7,-0.04,False,88,Neutral theory of molecular evolution,"{'confidence': -0.037958476443266, 'final': False}"
2,13,-0.38,False,88,Neutral mutation,"{'confidence': -0.37954739065, 'final': False}"
2,19,-0.05,False,88,Neutral mutation,"{'confidence': -0.04757043264, 'final': False}"
2,24,-0.01,False,88,Neutral mutation,"{'confidence': -0.014684502149999999, 'final': False}"
2,31,-0.05,False,88,Neutral mutation,"{'confidence': -0.051714710149999996, 'final': False}"
2,34,-0.01,False,88,Neutral mutation,"{'confidence': -0.01384146225, 'final': False}"
3,7,-0.16,False,88,Neutral theory of molecular evolution,"{'confidence': -0.15815564137406002, 'final': False}"
3,12,-0.03,False,88,Neutral mutation,"{'confidence': -0.0270874930535, 'final': False}"
3,18,-0.00,False,88,Neutral mutation,"{'confidence': -0.0032838382411, 'final': False}"
3,22,-0.00,True,88,Neutral mutation,"{'confidence': -0.00232529228325, 'final': True}"
3,22,-0.00,True,88,Neutral mutation,"{'confidence': -0.00232529228325, 'final': True}"
0,6,-0.03,False,89,Ferroelectricity,"{'confidence': -0.02589233602535, 'final': False}"
0,13,-0.47,False,89,Liquid crystal,"{'confidence': -0.4700245011, 'final': False}"
0,19,-0.04,False,89,Amorphous silicon,"{'confidence': -0.0378124187361, 'final': False}"
0,26,-0.00,True,89,Semiconductor,"{'confidence': -0.00249599391, 'final': True}"
1,6,-0.00,True,89,Semiconductor device fabrication,"{'confidence': -0.002207148608075, 'final': True}"
1,12,-0.00,True,89,Semiconductor,"{'confidence': -0.001037242938, 'final': True}"
1,17,-0.03,False,89,Crystal,"{'confidence': -0.030550195, 'final': False}"
1,23,-0.12,False,89,Crystal,"{'confidence': -0.117125034, 'final': False}"
1,27,-0.04,False,89,Crystal,"{'confidence': -0.038399704, 'final': False}"
1,33,-0.06,False,89,Crystal,"{'confidence': -0.057990775, 'final': False}"
1,34,-0.01,False,89,Crystal,"{'confidence': -0.010458849, 'final': False}"
2,5,-0.33,False,89,Crystal,"{'confidence': -0.33222336, 'final': False}"
2,10,-0.10,False,89,Crystal,"{'confidence': -0.09581375, 'final': False}"
2,14,-0.46,False,89,Crystal,"{'confidence': -0.45932356, 'final': False}"
2,15,-0.16,False,89,Crystal,"{'confidence': -0.1646619, 'final': False}"
3,7,-0.20,False,89,Crystalline solid,"{'confidence': -0.19643874407900003, 'final': False}"
3,11,-0.30,False,89,Crystal,"{'confidence': -0.30316153, 'final': False}"
3,17,-0.26,False,89,Crystal,"{'confidence': -0.25805873, 'final': False}"
3,17,-0.26,False,89,Crystal,"{'confidence': -0.25805873, 'final': False}"
0,6,-0.29,False,90,Alkyl group,"{'confidence': -0.29450853725, 'final': False}"
0,11,-0.25,False,90,Carbene,"{'confidence': -0.24996106953333333, 'final': False}"
0,16,-0.03,False,90,Carbene,"{'confidence': -0.034815286216666665, 'final': False}"
1,7,-0.10,False,90,Aldehyde,"{'confidence': -0.102351548, 'final': False}"
1,13,-0.02,False,90,Ester,"{'confidence': -0.018122203806325, 'final': False}"
1,20,-0.00,True,90,Ester,"{'confidence': -0.00044421628, 'final': True}"
2,7,-0.07,False,90,Ester,"{'confidence': -0.065883787995, 'final': False}"
2,13,-0.00,False,90,Ester,"{'confidence': -0.004714400215, 'final': False}"
2,20,-0.00,True,90,Ester,"{'confidence': -0.00055463559, 'final': True}"
2,23,-0.00,True,90,Ester,"{'confidence': -0.00087029068, 'final': True}"
3,7,-0.01,False,90,Ester,"{'confidence': -0.014139294200000001, 'final': False}"
3,13,-0.00,True,90,Ester,"{'confidence': -2.8160932e-06, 'final': True}"
3,19,-0.00,True,90,Ester,"{'confidence': -4.3061391e-06, 'final': True}"
4,7,-0.00,True,90,Ester,"{'confidence': -8.86372295e-05, 'final': True}"
4,12,-0.00,True,90,Ester,"{'confidence': -1.65841172e-05, 'final': True}"
4,17,-0.00,True,90,Ester,"{'confidence': -3.0411742e-05, 'final': True}"
4,18,-0.00,True,90,Ester,"{'confidence': -4.90215745e-06, 'final': True}"
4,18,-0.00,True,90,Ester,"{'confidence': -4.90215745e-06, 'final': True}"
0,9,-0.00,False,91,Hydrogen,"{'confidence': -0.0011324334043333333, 'final': False}"
0,12,-0.00,True,91,Hydrogen,"{'confidence': -2.0115308e-06, 'final': True}"
1,6,-0.00,True,91,Hydrogen,"{'confidence': -2.8801331666666666e-07, 'final': True}"
1,12,-0.00,True,91,Hydrogen,"{'confidence': -2.7308176666666666e-07, 'final': True}"
1,18,-0.00,True,91,Hydrogen,"{'confidence': -6.605558333333333e-07, 'final': True}"
1,20,-0.00,True,91,Hydrogen,"{'confidence': -5.661552166666666e-07, 'final': True}"
2,6,-0.00,True,91,Hydrogen,"{'confidence': -2.97503145e-06, 'final': True}"
2,11,-0.00,True,91,Hydrogen,"{'confidence': -1.7035257666666668e-06, 'final': True}"
2,16,-0.00,True,91,Hydrogen,"{'confidence': -1.5843220499999997e-06, 'final': True}"
2,19,-0.00,True,91,Hydrogen,"{'confidence': -1.4403154333333335e-06, 'final': True}"
3,6,-0.00,True,91,Hydrogen,"{'confidence': -4.7175456666666667e-07, 'final': True}"
3,12,-0.00,True,91,Hydrogen,"{'confidence': -3.0545006433333333e-06, 'final': True}"
3,14,-0.00,True,91,Hydrogen,"{'confidence': -2.2995440833333334e-06, 'final': True}"
4,7,-0.00,True,91,Hydrogen,"{'confidence': -1.0280383333333333e-06, 'final': True}"
4,14,-0.00,True,91,Hydrogen,"{'confidence': -9.635007666666666e-07, 'final': True}"
4,20,-0.00,True,91,Hydrogen,"{'confidence': -1.4403153799999999e-06, 'final': True}"
4,21,-0.00,True,91,Hydrogen,"{'confidence': -9.883037833333333e-07, 'final': True}"
5,7,-0.00,True,91,Hydrogen,"{'confidence': -1.9419330999999998e-06, 'final': True}"
5,11,-0.00,True,91,Hydrogen,"{'confidence': -1.6240566666666668e-06, 'final': True}"
5,11,-0.00,True,91,Hydrogen,"{'confidence': -1.6240566666666668e-06, 'final': True}"
0,7,-0.35,False,92,Equation,"{'confidence': -0.35000699, 'final': False}"
0,13,-0.18,False,92,Mass spectrometry,"{'confidence': -0.1792839327542375, 'final': False}"
0,17,-0.00,True,92,Chromatography,"{'confidence': -1.5756534825e-06, 'final': True}"
0,21,-0.00,True,92,Chromatography,"{'confidence': -5.539175175e-06, 'final': True}"
0,27,-0.24,False,92,Column chromatography,"{'confidence': -0.23616133661211, 'final': False}"
0,28,-0.25,False,92,Gas chromatography,"{'confidence': -0.25239437034, 'final': False}"
1,5,-0.24,False,92,Gas chromatography,"{'confidence': -0.24170852887088334, 'final': False}"
1,12,-0.08,False,92,Gas chromatography,"{'confidence': -0.08007673988533333, 'final': False}"
1,16,-0.14,False,92,Chromatography,"{'confidence': -0.142775062495125, 'final': False}"
1,22,-0.14,False,92,Chromatography,"{'confidence': -0.138053529133575, 'final': False}"
1,28,-0.06,False,92,Chromatography,"{'confidence': -0.05587824751458251, 'final': False}"
1,34,-0.03,False,92,Chromatography,"{'confidence': -0.0282153709360225, 'final': False}"
1,37,-0.16,False,92,Thin-layer chromatography,"{'confidence': -0.16028059677372503, 'final': False}"
2,6,-0.01,False,92,Chromatography,"{'confidence': -0.009425720130562502, 'final': False}"
2,14,-0.00,True,92,Chromatography,"{'confidence': -3.6505188749999996e-06, 'final': True}"
2,19,-0.00,True,92,Chromatography,"{'confidence': -4.9133560125e-06, 'final': True}"
3,7,-0.00,True,92,Chromatography,"{'confidence': -9.014310999999999e-07, 'final': True}"
3,14,-0.00,True,92,Chromatography,"{'confidence': -9.01431075e-07, 'final': True}"
3,20,-0.00,True,92,Chromatography,"{'confidence': -1.51605165e-06, 'final': True}"
3,26,-0.00,True,92,Chromatography,"{'confidence': -7.6252398125e-06, 'final': True}"
3,26,-0.00,True,92,Chromatography,"{'confidence': -7.6252398125e-06, 'final': True}"
0,6,-0.01,False,93,Electroplating,"{'confidence': -0.0135181374540825, 'final': False}"
0,11,-0.06,False,93,Electroplating,"{'confidence': -0.06370280782500001, 'final': False}"
0,16,-0.24,False,93,Electrochemical gradient,"{'confidence': -0.23728403374999998, 'final': False}"
1,6,-0.02,False,93,Diffusion,"{'confidence': -0.0170762721675, 'final': False}"
1,9,-0.03,False,93,Diffusion,"{'confidence': -0.034719852479999994, 'final': False}"
1,14,-0.10,False,93,Reaction–diffusion system,"{'confidence': -0.10174725681853003, 'final': False}"
1,18,-0.00,True,93,Diffusion,"{'confidence': -1.206843865e-06, 'final': True}"
2,6,-0.00,True,93,Diffusion,"{'confidence': -1.56408165e-07, 'final': True}"
2,12,-0.00,True,93,Diffusion,"{'confidence': -5.51223645e-07, 'final': True}"
2,16,0.00,True,93,Diffusion,"{'confidence': 0.0, 'final': True}"
2,22,-0.00,True,93,Diffusion,"{'confidence': -9.088347e-07, 'final': True}"
2,24,-0.00,True,93,Diffusion,"{'confidence': -9.6806325e-08, 'final': True}"
3,7,-0.00,True,93,Diffusion,"{'confidence': -3.7241815e-07, 'final': True}"
3,12,-0.00,True,93,Diffusion,"{'confidence': -6.10825525e-07, 'final': True}"
3,16,-0.00,True,93,Diffusion,"{'confidence': -3.7241815e-07, 'final': True}"
3,17,-0.00,True,93,Diffusion,"{'confidence': -1.56408165e-07, 'final': True}"
4,7,-0.00,True,93,Diffusion,"{'confidence': -1.9361265e-07, 'final': True}"
4,14,-0.00,True,93,Diffusion,"{'confidence': -1.56408165e-07, 'final': True}"
4,20,-0.00,True,93,Diffusion,"{'confidence': -9.6806325e-08, 'final': True}"
4,22,-0.00,True,93,Diffusion,"{'confidence': -4.5441732e-07, 'final': True}"
4,22,-0.00,True,93,Diffusion,"{'confidence': -4.5441732e-07, 'final': True}"
0,5,-0.02,False,94,Functional group,"{'confidence': -0.017368431665, 'final': False}"
0,12,-0.18,False,94,Alkyne,"{'confidence': -0.1818209673522, 'final': False}"
0,14,-0.00,True,94,Alkene,"{'confidence': -4.0365247216666664e-05, 'final': True}"
1,6,-0.00,True,94,Alkene,"{'confidence': -0.00014270312666666665, 'final': True}"
1,12,-0.07,False,94,Alkene,"{'confidence': -0.07138538207453334, 'final': False}"
1,16,-0.02,False,94,Alkene,"{'confidence': -0.0166099792413, 'final': False}"
1,19,-0.18,False,94,Alkene,"{'confidence': -0.17949484642066668, 'final': False}"
2,5,-0.00,True,94,Alkene,"{'confidence': -0.0009982184754433333, 'final': True}"
2,12,-0.00,True,94,Alkene,"{'confidence': -0.00037337633615000006, 'final': True}"
2,18,-0.00,True,94,Alkene,"{'confidence': -1.9226463550000002e-05, 'final': True}"
2,19,-0.00,True,94,Alkene,"{'confidence': -0.0008924701341099998, 'final': True}"
3,7,-0.00,True,94,Alkene,"{'confidence': -3.4518462333333333e-06, 'final': True}"
3,12,-0.00,True,94,Alkene,"{'confidence': -3.9683951999999995e-06, 'final': True}"
