id,answer,sent,text
93,diffusion,3,The flux of this process equals its namesake coefficient times the concentration gradient according to Fick’s laws.
93,diffusion,4,"For 10 points, name this process in which a substance moves from a region of high concentration to one of low concentration."
94,alkenes,0,These functional groups are reacted with iodine and silver acetate in the Woodward cis-hydroxylation.
94,alkenes,1,Bulky reagents like 9-BBN can react with these groups via a pseudo-pericyclic 2+2 intermediate to selectively functionalize these groups.
94,alkenes,2,An anti-addition onto this functional group is facilitated by a metal acetate that is later removed by sodium borohydride.
94,alkenes,3,Hydroxyls can be added to these groups while following or violating Markovnikov’s rule by performing either oxymercuration or hydroboration.
94,alkenes,4,"For 10 points, name this functional group that consists of a double bond between 2 carbon atoms."
95,oxidation state,0,An ion with multiple values of this quantity consists of two ruthenium atoms that are each bound to five ammonia ligands and a pyrazine bridging ligand.
95,oxidation state,1,That ion is the Creutz–Taube complex.
95,oxidation state,2,A mixture of elements with different values of this quantity can react to form a molecule with a value for this quantity between those of the reactants in a comproportionation reaction.
95,oxidation state,3,One reactant increases their value for this quantity while another decreases it in redox reactions.
95,oxidation state,4,"For 10 points, name this quantity that defines how many electrons have been added or removed from an atom in a larger compound."
96,titanium,0,This element’s dioxide can form nanoparticles that can catalyze water splitting after being exposed to light in the Honda-Fujishima effect.
96,titanium,1,This is the heaviest element in a series of catalysts that allow for polymerization of alkenes and that are responsible for industrial synthesis of polyethylene.
96,titanium,2,A common reaction that isolates this element involves reacting its tetrachloride with two equivalents of magnesium at high heat.
96,titanium,3,That industrial process for isolating this element is the Kroll process.
96,titanium,4,"For 10 points, name this corrosion resistant metal often used in aircraft with atomic number 22."
97,ionic,0,"A “super” form of this adjective can be used to describe “hot, black” ice that can be formed by firing at normal ice with a laser."
97,ionic,1,"A compound abbreviated EMIM acts as the base of many liquids described by this adjective, which themselves can be used as an alternative to traditional deep eutectic solvents."
97,ionic,2,"The van’t Hoff factor is generally greater than one if bonds described by this word are present in a molecule, as in most electrolytes."
97,ionic,3,"For 10 points, name this adjective that describes bonds that form between two oppositely charged atoms and that are contrasted with covalent bonds."
98,infrared spectroscopy,0,A mobile version of this spectroscopic technique is used to detect the presence of ethanol in contrast to traditional electrochemical breathalyzers.
98,infrared spectroscopy,1,The Morse potential is used to model molecular motions that are most commonly measured by this technique.
98,infrared spectroscopy,2,Potassium bromide can be used alongside an oil to form a mulling agent in this technique.
98,infrared spectroscopy,3,A distinctive region in the spectrum of this technique is often compared to a fingerprint and occurs roughly at 1500 inverse centimeters.
98,infrared spectroscopy,4,"For 10 points, name this technique in which compounds are identified based on their ability to absorb light that is slightly longer than visible light."
99,removing water,0,Note to players: description acceptable.
99,removing water,1,This process can be tracked by watching a blue color arise from sodium-benzophenone ketyl formation.
99,removing water,2,"This process must be performed on solutions prior to adding Grignard reagents, after which it can be reversed during work up."
99,removing water,3,Making 100% pure ethanol generally involves performing this process by adding molecular sieves or magnesium sulfate.
99,removing water,4,This process can be performed during a distillation by implementing a Dean-Stark apparatus.
99,removing water,5,This process is primarily performed by adding hygroscopic materials into a solution.
99,removing water,6,"For 10 points, name or describe this process in which the universal solvent is removed from a solution."
100,buoyancy,0,This force is divided by viscous forces in a dimensionless number analogous to the Reynolds number used in cases of natural convection.
100,buoyancy,1,"In an approximation used in flows driven by this force, inertial forces are assumed to be negligible in comparison to gravity."
100,buoyancy,2,This force can be calculated from the surface integral of the Cauchy stress tensor in a fluid.
100,buoyancy,3,The neutral type of this force exactly balances gravity.
100,buoyancy,4,"Because of the low density of air, this force is typically negligible in the atmosphere."
100,buoyancy,5,"For 10 points, name this force which is responsible for ships being able to float."
101,C,0,A 2015 contest involving this language featured interfering with two Peoples Glorious Democratic Republics.
101,C,1,An implementation of this language in Coq was verified in a 2005 release from Xavier Leroy.
101,C,2,A Lucasfilm employee used this language's peculiarities to optimize a program by interspersing case declarations both inside and outside a loop.
101,C,3,"Dynamically sized arrays are allowed in this language, but implicit integer declarations are not as of a 1999 ISO standard."
101,C,4,"For 10 points, Dennis Ritchie created what systems programming language which spawned a variant named this language ""plus-plus?"""
102,convexity,0,"For functions that lack differentiability but have this property, one can define a generalization of the derivative called the subgradient."
102,convexity,1,"If f is a function with this property, ‘f of the expectation of x’ is at most ‘the expectation of f of x’, which generalizes the fact that functions with this property lie below their secant lines."
102,convexity,2,"A sufficient condition for a function to have this property is a positive semi-definite Hessian, or in the one-dimensional case, a non-negative second derivative."
102,convexity,3,"For 10 points, name this property, which for polygons is equivalent to having interior angles all less than 180 degrees."
103,Andrey Markov,0,A construct named for this mathematician is explosive if the sum of its holding times is finite.
103,Andrey Markov,1,Applying an inequality named for this mathematician to the moment generating function gives the Chernoff bound.
103,Andrey Markov,2,"If a construct named for this mathematician is aperiodic, irreducible, and positive recurrent, then it converges to its unique invariant distribution."
103,Andrey Markov,3,Examples of constructs named for this mathematician include birth-and-death processes and random walks.
103,Andrey Markov,4,"For 10 points, stochastic processes whose transition probability depends only on the current state are which mathematician’s namesake ‘chains’?"
