12,"The closing shot of the movie shows Harley biting into one of these sandwiches, just not the one she gets in the initial sequence, which is knocked out of her hands by Montoya.",1,"Unfortunately, Harley never gets to eat one in the movie because Renne Montoya knocks it out of her hands."
13,"Characters in ""Dragon Age: Origins"" drink health poultices, not portions. Poultices are topical ointments meant to be applied directly to a wound, a fact which the characters in ""Dragon Age: Origins"" ignored and drank anyway. This discrepancy was corrected in ""Dragon Age 2"".",0,"In ""Dragon Age: Origins,"" players and their companions can consume a variety of questionable brews."
13,"Characters in ""Dragon Age: Origins"" drink health poultices, not portions. Poultices are topical ointments meant to be applied directly to a wound, a fact which the characters in ""Dragon Age: Origins"" ignored and drank anyway. This discrepancy was corrected in ""Dragon Age 2"".",1,"In addition to drinking the standard health potions, stamina draughts, and lyrium potions offered throughout the game, characters can gulp down such delicacies as Antivan brandy, dwarven regicide antidote, a vial of concentrated blood magic, and even a goblet of darkspawn blood."
14,The 31st century in an era of scarcity after most dilithium is destroyed and Starfleet Admiral Vance admits to an Orion pirate that the era's replicators create food out of human poop.,0,"Over the history of the Star Trek universe, the Federation gets better and better at creating synthetic food."
14,The 31st century in an era of scarcity after most dilithium is destroyed and Starfleet Admiral Vance admits to an Orion pirate that the era's replicators create food out of human poop.,1,"In Captain Pike's day, the food synthesizers build meals out of glucose matrix; by the 31st century depicted in Discovery, the Federation could craft near-perfect simulations of real food out of quantum foam."
15,"The blue milk in ""A New Hope"" and ""Ahch-To"" is bantha milk. In ""The Last Jedi"", Luke gets green milk from the udder of a thela-siren.",0,Blue milk is enjoyed in the Star Wars universe by heroes and villains alike.
15,"The blue milk in ""A New Hope"" and ""Ahch-To"" is bantha milk. In ""The Last Jedi"", Luke gets green milk from the udder of a thela-siren.",1,"Luke Skywalker drank it as a teen on Tatooine in ""A New Hope"" and as an old man on Ahch-To in ""The Last Jedi,"" and when a disgraced Syril Karn had to move back to his mother's apartment in ""Andor,"" he often had it in his breakfast cereal."
16,"What happened at the chicken plant was a simple instance of human on human cannibalism, with the cannibals gaining eternal youth in the process, but also having their brains rotted by Creutzfeldt-Jakob disease.",0,"In ""Our Town,"" a particularly gruesome X-Files episode, Mulder and Scully investigate an Arkansas chicken processing plant, where human beings are slaughtered by the evil Cigarette Smoking Man and his allies in the Syndicate and turned into food slurry for future alien colonists."
17,"The pineapple is not rotten. It is not ripe, so it was hard and unsweet.",0,"In slice-of-life movie ""Only Yesterday,"" Taeko recalls her father bringing home a pineapple, an exotic fruit that no one in the family knows how to curve."
17,"The pineapple is not rotten. It is not ripe, so it was hard and unsweet.",1,"By the time they learn how to serve it, it's partially rotten and a huge disappointment."
17,"The pineapple is not rotten. It is not ripe, so it was hard and unsweet.",2,"This happens in 1966, the same year the Beatles came to Japan."
18,"Trapp has six points. He gave himself one in season one, episode nine, for correctly identifying that nobody on the couch deserved points for a question on ""Back to the Future"". The bell dings, indicating a point has been awarded to Trapp.",0,"Despite appearing in 137 episodes of fandom-themed game show ""Um, Actually,"" Mike Trapp has only ever acquired 5 points."
18,"Trapp has six points. He gave himself one in season one, episode nine, for correctly identifying that nobody on the couch deserved points for a question on ""Back to the Future"". The bell dings, indicating a point has been awarded to Trapp.",1,"Four were from season 4, episode 9, for questions on Power Rangers, The Sound of Music, 20,000 Leagues Under the Sea, and Star Wars."
18,"Trapp has six points. He gave himself one in season one, episode nine, for correctly identifying that nobody on the couch deserved points for a question on ""Back to the Future"". The bell dings, indicating a point has been awarded to Trapp.",2,"One is from season 5, epside 14, gifted to him by contestant James Willems, to make it clear that the episode had 3 winners and one loser."
19,"You shouldn't use any type of alcohol to clean an open wound. It can cause tissue damage, which will take longer to heal. You should use clean water and a mild soap. ",0,"Although we've all seen old-timey shows where soldiers and pirates clean their wounds with whiskey, it's definitely not recommended."
19,"You shouldn't use any type of alcohol to clean an open wound. It can cause tissue damage, which will take longer to heal. You should use clean water and a mild soap. ",1,"No matter how cool it might look to pour a hard liquor onto an open cut, only an isopropyl alcohol of 70% or higher should be used to clean wounds."
20,"King Kong wasn't his final song. He continued into the 80s, including 1984's ""Monster Rap"", in which the mad scientist from ""The Monster Mash"" teaches his mute monster how to communicate through rap. And if you refuse to believe that it's the same characters from ""The Monster Mash"", the lyrics includes the lines, ""Well, now they shot a million volts into my brain, and now I'm ready to rap like a runaway train. If you get in my way, we're bound to clash, cause I'm the same dude that did the Monster Mash.""",0,"While you've definitely heard the classic monster party song ""The Monster Mash,"" you may not know that the song's singer and creator, Bobby ""Boris"" Pickett, spent the rest of his career creating other monster-themed songs, including the ""Transylvania Twist,"" the ""Skully Gully,"" and the Christmas song ""Monster's Holiday,"" where the monsters try and rob Santa."
20,"King Kong wasn't his final song. He continued into the 80s, including 1984's ""Monster Rap"", in which the mad scientist from ""The Monster Mash"" teaches his mute monster how to communicate through rap. And if you refuse to believe that it's the same characters from ""The Monster Mash"", the lyrics includes the lines, ""Well, now they shot a million volts into my brain, and now I'm ready to rap like a runaway train. If you get in my way, we're bound to clash, cause I'm the same dude that did the Monster Mash.""",1,"His final song was the 1976 disco single ""King Kong (Your Song),"" which featured the immortal lyrics ""King Kong, King Kong, The White Man Done Your Wrong."""
21,"Wonder Woman's animated debut wasn't in 1973 ""Super Friends"", but 1972 ""Brady Bunch"" animated spinoff ""The Brady Kids"". In it, the Brady kids' talking wizard bird Marlon sends the kids and Diana Prince to ancient Greece, where they meet the mathematician Euclid and compete in the Olympic games. Aside Aquaman only appeared in the opening credits of the show, and not in the actual shorts.",0,"Only seven years after the team was first introduced in DC comics, The Justice League made their TV debut in 1967 as part of Filmmation's ""Superman/Aquaman Hour of Adventure"" show."
21,"Wonder Woman's animated debut wasn't in 1973 ""Super Friends"", but 1972 ""Brady Bunch"" animated spinoff ""The Brady Kids"". In it, the Brady kids' talking wizard bird Marlon sends the kids and Diana Prince to ancient Greece, where they meet the mathematician Euclid and compete in the Olympic games. Aside Aquaman only appeared in the opening credits of the show, and not in the actual shorts.",1,"However, this version of the team was all male, featuring Superman, The Atom, The Flash, Green Lantern, Hawkman and Aquaman."
21,"Wonder Woman's animated debut wasn't in 1973 ""Super Friends"", but 1972 ""Brady Bunch"" animated spinoff ""The Brady Kids"". In it, the Brady kids' talking wizard bird Marlon sends the kids and Diana Prince to ancient Greece, where they meet the mathematician Euclid and compete in the Olympic games. Aside Aquaman only appeared in the opening credits of the show, and not in the actual shorts.",2,"Wonder Woman wouldn't get her animated debut until 1973's ""Super Friends."""
22,"The light world location that corresponds to Ganon's tower is the Tower of Hera, not Hyrule Castle Tower.",0,The SNES game The Legend of Zelda: A Link To The Past has our hero Link traveling between the light world and it's corresponding dark world locations.
22,"The light world location that corresponds to Ganon's tower is the Tower of Hera, not Hyrule Castle Tower.",1,"The Skeleton Forest is the Dark World's reflection of the Lost Woods, and the final battle is in Ganon's tower, which corresponds with Hyrule Castle Tower."
23,"There are still pinball bans on the books in the US. Pinball bans have been lifted as late as 2016. In early 2023, South Carolina introduced legislation to finally allow minors to play pinball. ",0,Pinball was illegal in much of the country for many years due to its reputation as a gambling game.
23,"There are still pinball bans on the books in the US. Pinball bans have been lifted as late as 2016. In early 2023, South Carolina introduced legislation to finally allow minors to play pinball. ",1,"In 1976, Roger Sharpe demonstrated to a Manhattan court that Pinball had over the years become a game of skill by making a called shot that he himself considers pretty lucky."
23,"There are still pinball bans on the books in the US. Pinball bans have been lifted as late as 2016. In early 2023, South Carolina introduced legislation to finally allow minors to play pinball. ",2,"The ban in New York City was lifted immediately, and the rest of the country shortly followed suit."
24,"The JWSA team that found the question mark is part of the European Space Agency, not NASA. ",0,"In the summer of 2023, the James Webb Space Telescope team at NASA discovered what looks like a ""question mark"" in the background of an image of two actively forming young stars named Herbig-Haro-46 & Herbig-Haro-47 in the Vela Constellation."
25,"It is the number two just after ""Mario Kart 8 Deluxe"".",0,"Animal Crossing: New Horizon is the number two best selling game of all time on the Nintendo Switch, just after The Legend of Zelda: Breath of the Wild."
25,"It is the number two just after ""Mario Kart 8 Deluxe"".",1,"It has sold more copies than every other Animal Crossing game combined, and in Japan, it is the best selling game of all time."
26,"Bugs never got to Hitler, but he did use his drag powers to defeat Luftwaffe chief Hermann Goring in a wartime propaganda short.",0,Bugs Bunny didn't just deploy his famous drag personas for his own amusement.
26,"Bugs never got to Hitler, but he did use his drag powers to defeat Luftwaffe chief Hermann Goring in a wartime propaganda short.",1,"He also used them to arouse and befuddle various racists and would-be conquerors, including Napoleon, Adolf Hitler, a Confederate officer, and the ancient Germanic culture hero Siegfried."
27,"Babalities turn you into a baby, not a smoking hot babe.",0,"Mortal Kombat is beloved for its intense finishers, but it isn't all fatalities!"
27,"Babalities turn you into a baby, not a smoking hot babe.",1,"A Quitality is an online-only finisher that makes the quitting player explode, Babalities turn the losing enemy into a smoking-hot babe, and Friendships are finishers that perform an act of kindness: Sub-Zero brings in an ice cream cart, Liu Kang disco dances, and Scorpion gives a big hug to a teddy bear."
28,"The people on Angel One are cool with their leader making out with whoever she wants. The shunning happens in a different episode, The Outcast, where a species that rejects gender expression and sexual attraction shuns one of their people who wants to make out with Commander Riker. Getting horny for Riker transcends species and the entire gender spectrum. ",0,"In the notorious gender-bending Star Trek: The Next Generation episode ""Angel One,"" the Enterprise visits the title planet, a matriarchy where women rule and men are subservient, and the crew must adapt to their local customs and clothing."
28,"The people on Angel One are cool with their leader making out with whoever she wants. The shunning happens in a different episode, The Outcast, where a species that rejects gender expression and sexual attraction shuns one of their people who wants to make out with Commander Riker. Getting horny for Riker transcends species and the entire gender spectrum. ",1,"However, the planet's leader, Beata, is shunned by her people after being caught making out with the overly manly Commander Riker."
29,Oil-based cleaners are fine. Using a non-oil-based cleaner can disrupt the oil production of your skin and result in overproduction of oil.,0,"Removing makeup can be a real pain, but according to dermatologists, there are some ways to make it a little easier without hurting your skin."
29,Oil-based cleaners are fine. Using a non-oil-based cleaner can disrupt the oil production of your skin and result in overproduction of oil.,1,"Using your hands instead of a washcloth can avoid irritating the skin, avoiding oil-based cleaners will keep your skin from becoming too oily, and micellar water does double duty in removing makeup and hydrating the skin."
30,"These ages can happen in any order and multiple times. So any event can cause an age to happen. So it's like that was an Age of Doubt. It was like, ""Oh, we still couldn't figure it out, so that was another Age of Doubt.""",0,"In the Halo video game series, the alien alliance known as the Covenant marks their history in the following order; The Age of Abandonment, The Age of Conflict, The Age of Reconciliation, The Age of Discovery, The Age of Conversion, The Age of Doubt, The Age of Reclamation."
31,"World Events Productions didn't wanna bring ""Beast King GoLion"" to America. They were gonna bring over another Toei series ""Future Robot Daltanious"" which featured a giant robot with a lion on his chest. But when they called Toei Animation to ask for the series they couldn't remember the show's title, and just asked for the series with lions. Instead of Daltanious, the company sent copies of their recently canceled and much less popular GoLion series. They ended up just paying Toei Animation to make all new episodes of the GoLion Voltron after all.",0,"When the US company World Events Productions wanted to bring the Japanese anime ""Beast King GoLion"" to America under the name ""Voltron,"" there weren't enough episodes to syndicate the show in America."
31,"World Events Productions didn't wanna bring ""Beast King GoLion"" to America. They were gonna bring over another Toei series ""Future Robot Daltanious"" which featured a giant robot with a lion on his chest. But when they called Toei Animation to ask for the series they couldn't remember the show's title, and just asked for the series with lions. Instead of Daltanious, the company sent copies of their recently canceled and much less popular GoLion series. They ended up just paying Toei Animation to make all new episodes of the GoLion Voltron after all.",1,"So they combined it with two other unrelated anime, ""Armored Fleet Dairugger XV"" and ""Lightspeed Electriod Albegas,"" which were renamed to ""Vehicle Team Voltron"" and ""Gladiator Voltron,"" although the popularity of the GoLion series meant that they never used Gladiator Voltron."
32,It was sweet corn.,0,Conker's Bad Fur Day isn't your typical video game.
32,It was sweet corn.,1,"You play as Conker, a squirrel, who starts the game hungover from a night of drinking."
32,It was sweet corn.,2,"One of the bosses he fights is The Great Mighty Poo, who is an opera singing piece of feces with toilet paper rolls as teeth that lives in Poo Mountain."
33,"The game is actually called ""Bloons TD 6"", as the term tower defense is trademarked. ",0,Bloons Tower Defense 6 is a game where you strategically place monkeys around a map and help defend against evil ballons known as Bloons.
33,"The game is actually called ""Bloons TD 6"", as the term tower defense is trademarked. ",1,"Monkey towers are divided into different categories, such as Primary Monkeys, Military Monkeys, Magic Monkeys, and Support Monkeys."
34,"While the Rocky figure was cancelled, his Cobra rival wasn't, and was released. Big Boa the Cobra Trainer who even came with the boxing glove he would've used to fight Rocky.",0,"In 1987, the G.I."
34,"While the Rocky figure was cancelled, his Cobra rival wasn't, and was released. Big Boa the Cobra Trainer who even came with the boxing glove he would've used to fight Rocky.",1,Joe team almost had a surprising new member: Rocky Balboa!
34,"While the Rocky figure was cancelled, his Cobra rival wasn't, and was released. Big Boa the Cobra Trainer who even came with the boxing glove he would've used to fight Rocky.",2,"Yes, Hasbro planned to release a Rocky figure in the G.I."
34,"While the Rocky figure was cancelled, his Cobra rival wasn't, and was released. Big Boa the Cobra Trainer who even came with the boxing glove he would've used to fight Rocky.",3,Joe toyline with Sylvester Stallone's likeness and a Cobra boxer for him to fight!
34,"While the Rocky figure was cancelled, his Cobra rival wasn't, and was released. Big Boa the Cobra Trainer who even came with the boxing glove he would've used to fight Rocky.",4,"And while neither figure was released, Rocky did get a Joe character profile in Marvel Comics' G.I."
34,"While the Rocky figure was cancelled, his Cobra rival wasn't, and was released. Big Boa the Cobra Trainer who even came with the boxing glove he would've used to fight Rocky.",5,"Joe Order of Battle #2, only for the next issue to have a retraction stating ""ROCKY is not and has never been a member of G.I."
34,"While the Rocky figure was cancelled, his Cobra rival wasn't, and was released. Big Boa the Cobra Trainer who even came with the boxing glove he would've used to fight Rocky.",6,"Joe."""
35,"They're not called the Depraved, they're called the Tarnished. ",0,"Regardless of your class in Elden Ring, you play as a Depraved, a member of a group of outcasts who are meant to ascend to Elden Lordship."
35,"They're not called the Depraved, they're called the Tarnished. ",1,The Depraved are descended from the first Elden Lord Godfrey and his warriors after Marika deprived them of grace - but it is unknown why Marika exciled them.
36,"Thundarians don't have ceremonial robes, but leave their planet nude. They're covered in fur, and a couple of them wear belts. Only Jaga is wearing clothes, and he explained on their planet that the Thundercats never needed protective clothing before giving them the outfits they'd wear for the rest of the series.",0,"In the first episode of the 1980s cartoon Thundercats, ""Exodus,"" the nobility of the planet of Thundera is forced to escape their exploding planet in the Royal Flagship with little more than their ceremonial robes."
36,"Thundarians don't have ceremonial robes, but leave their planet nude. They're covered in fur, and a couple of them wear belts. Only Jaga is wearing clothes, and he explained on their planet that the Thundercats never needed protective clothing before giving them the outfits they'd wear for the rest of the series.",1,"Luckily, Thundera's greatest warrior, Jaga, is able to provide them with new uniforms and some unique weapons that will help them adapt to their newly adopted planet, Third Earth."
37,"The lawsuit against Columbia Pictures was dismissed, with the judge noting that Harvey Comics allowed their copyright to lapse, and that there are only a very limited ways to draw the figure of a cartoon ghost.",0,"Casper the Friendly Ghost's closest relatives are his uncles, the Ghostly Trio, originally named Fatso, Fusso, and Lazo then renamed Strech, Fatso, and Stinkie."
37,"The lawsuit against Columbia Pictures was dismissed, with the judge noting that Harvey Comics allowed their copyright to lapse, and that there are only a very limited ways to draw the figure of a cartoon ghost.",1,"The trio hates humans, whom they call ""fleshies"" and ""bonebags,"" but provided quite profitable for Harvey Comics, which claimed the Ghostbusters logo infringed on Fatso's likeness and won a $50 million lawsuit against Columbia Pictures."
38,"It wasn't a simple counting problem, but it wasn't more complex. The fight was over how many days there were in a week. The user, TheJosh, insisted that if you worked out every other day, you'd do four workouts a week every week, and remained unmoved as many other forum users begged him to see reason.",0,"In 2008, a seemingly simple counting problem tore apart the Bodybuilding.com user forum."
38,"It wasn't a simple counting problem, but it wasn't more complex. The fight was over how many days there were in a week. The user, TheJosh, insisted that if you worked out every other day, you'd do four workouts a week every week, and remained unmoved as many other forum users begged him to see reason.",1,"Users with names like ""scrawny2studly"" simply could not agree on the basic math of how many total reps you would rack up over multiple sets, leading to furious arguments and sick burns like ""On your way back from work, stop by a 2nd grade class and learn."""
39,"You shouldn't use heat on recent injuries, as it can make the inflammation worse. Unless you've been told otherwise by a medical professional, try to use ice for the first three days after the injury. A general rule of thumb is warm up, cool down. Apply heat before an activity, and use ice afterwards.",0,"Whether it's from a wrestling match or an extremely intense DDR session, muscle injuries are the worst."
39,"You shouldn't use heat on recent injuries, as it can make the inflammation worse. Unless you've been told otherwise by a medical professional, try to use ice for the first three days after the injury. A general rule of thumb is warm up, cool down. Apply heat before an activity, and use ice afterwards.",1,"After the injury, should you ice it, or heat it up?"
39,"You shouldn't use heat on recent injuries, as it can make the inflammation worse. Unless you've been told otherwise by a medical professional, try to use ice for the first three days after the injury. A general rule of thumb is warm up, cool down. Apply heat before an activity, and use ice afterwards.",2,"Turns out, both!"
39,"You shouldn't use heat on recent injuries, as it can make the inflammation worse. Unless you've been told otherwise by a medical professional, try to use ice for the first three days after the injury. A general rule of thumb is warm up, cool down. Apply heat before an activity, and use ice afterwards.",3,"You should ice your injuries for 20 minutes, followed immediately with a heat treatment."
39,"You shouldn't use heat on recent injuries, as it can make the inflammation worse. Unless you've been told otherwise by a medical professional, try to use ice for the first three days after the injury. A general rule of thumb is warm up, cool down. Apply heat before an activity, and use ice afterwards.",4,Heat can also be used on chronic conditions and regular aches and pains.
40,The TARDIS travels through time and space. ,0,"On ""Doctor Who,"" The Doctor and his various companions travel through time on the TARDIS, with each episode focused on seeing Earth throughout many different time periods."
41,It's the Umbrella Corporation. ,0,"In the first video game in the Resident Evil series, players fight off zombies and other creatures scientifically created in labs by Cyberdyne Systems in Raccoon City."
42,"Kara Zor-El, better known as Supergirl, is Superman's cousin and he would never, neither would she.",0,"When it comes to Superman, the letter ""L"" stands for ""love""."
42,"Kara Zor-El, better known as Supergirl, is Superman's cousin and he would never, neither would she.",1,"The hero's romantic entanglements include readhead Lana Lang, the blonde Kara Zor-El, who is his fellow Kryptonian, and of course the brunette Lois Lane."
43,"Mario 64 has 120 Stars total which can be collected, however, only 70 of them are required to reach the game's ending and rescue Princess Peach, assuming no glitches are used.",0,"In Super Mario 64, Mario enters paintings in Princess Peach's Castle in order to collect the 120 Power Stars required to rescue the princess."
43,"Mario 64 has 120 Stars total which can be collected, however, only 70 of them are required to reach the game's ending and rescue Princess Peach, assuming no glitches are used.",1,Big Boo's Haunt is unique among the 15 main courses as the only level that Mario enters through an enemy.
43,"Mario 64 has 120 Stars total which can be collected, however, only 70 of them are required to reach the game's ending and rescue Princess Peach, assuming no glitches are used.",2,The level's entrance can be found inside a Boo enemy in the courtyard.
44,"The John Wick films are an original property, not based on any previous IP.",0,"The events of the ""John Wick"" film series, based on the graphic novel of the same name, begin with the death of a dog."
44,"The John Wick films are an original property, not based on any previous IP.",1,"Daisy is a puppy given to John by his wife, Helen, posthumously, because she knew that he would need help coping with his grief."
44,"The John Wick films are an original property, not based on any previous IP.",2,"When the dog is killed by a thug during a successful theft of John's Mustang, John Wick returns to his former life as an assassin/hit man."
45,"Earth was destroyed in Hitchhiker's universe to make way for a hyperspace bypass. Arthur Dent, the series protagonist, and one of the few Earth's survivors, does manage to ruin a party by insisting on saying the word repeatedly though, much to everyone's horror.",0,"In the world of the Hitchhiker's Guide to the Galaxy, there are a lot of swear words, including ""joojooflop,"" ""swut,"" and ""turlingdrome."""
45,"Earth was destroyed in Hitchhiker's universe to make way for a hyperspace bypass. Arthur Dent, the series protagonist, and one of the few Earth's survivors, does manage to ruin a party by insisting on saying the word repeatedly though, much to everyone's horror.",1,"But the most foul curse word anyone can imagine is ""Belgium,"" which cannot be published except in serious screenplays for artsy movies."
45,"Earth was destroyed in Hitchhiker's universe to make way for a hyperspace bypass. Arthur Dent, the series protagonist, and one of the few Earth's survivors, does manage to ruin a party by insisting on saying the word repeatedly though, much to everyone's horror.",2,Earth was destroyed because we named a country after this taboo word.
46,"Magic: the Gathering doesn't require miniatures. It can use dice if you like, but it's a card game.
You don't need miniatures for any of those, other than Monopoly. You don't require miniatures for Dungeons and Dragons. It's one those things like if you want to you can but you don't require them",0,"Tabletop games like Dungeons and Dragons, Warhammer, Magic the Gathering, and Monopoly are all similar because they each require dice and miniatures that can move around during their gameplay."
47,"The machines use the enslaved humans in the goo pods as living batteries to supply them with electricity. The Wachowskis original script did have the machines using human brains for their processing power, but studio execs deemed this too confusing for audiences leading to the change.",0,"After being rescued from a pod full of goo designed to keep his brain his brain busy so the Machines could use him as part of a neural network they control, Neo learns that his whole life has been lived in a computer simulation called the Matrix."
47,"The machines use the enslaved humans in the goo pods as living batteries to supply them with electricity. The Wachowskis original script did have the machines using human brains for their processing power, but studio execs deemed this too confusing for audiences leading to the change.",1,"Soon after, he has kung fu powers uploaded to his mind and battles a series of sentient programs to free humanity."
48,"Alexander Courage didn't write the lyrics. He wrote the song to be an instrumental, but Gene Roddenberry added his own lyrics to it in order to get a share of the royalties on the song. According to producer Herb Solow's book, ""Inside Star Trek: The Real Story,"" Roddenberry explained this move by saying, ""Hey, I gotta get some money somewhere. I'm sure not gonna get it out of the profits of Star Trek.""",0,"While the original Star Trek TV series theme song is iconic, many people don't realize that it actually has lyrics!"
48,"Alexander Courage didn't write the lyrics. He wrote the song to be an instrumental, but Gene Roddenberry added his own lyrics to it in order to get a share of the royalties on the song. According to producer Herb Solow's book, ""Inside Star Trek: The Real Story,"" Roddenberry explained this move by saying, ""Hey, I gotta get some money somewhere. I'm sure not gonna get it out of the profits of Star Trek.""",1,"The seldom-heard words, written by the song's composer Alexander Courage, include the immortal lines: 
Beyond the rim of the star light
My love is wondering in star flight
I know he'll find in star clustered reaches
Love, strange love, a star woman teaches"
49,"Each Pomodoro is typically 25 minutes, That way you're only working hard for two hours before the long break.",0,"Having trouble studying all those nerd-culture facts before Um, Actually?"
49,"Each Pomodoro is typically 25 minutes, That way you're only working hard for two hours before the long break.",1,Try the Pomodoro Technique!
49,"Each Pomodoro is typically 25 minutes, That way you're only working hard for two hours before the long break.",2,"Developed by Fanscesco Cirillo in the '80s, it originally used a tomato-shaped kitchen timer to help maintain focus while working or studying."
49,"Each Pomodoro is typically 25 minutes, That way you're only working hard for two hours before the long break.",3,"You can set the timer for the standard pomodoro length of 55 minutes, and focus entirely on the task at hand."
49,"Each Pomodoro is typically 25 minutes, That way you're only working hard for two hours before the long break.",4,"Once the timer rings, you get a 5-10 minute break before starting over."
49,"Each Pomodoro is typically 25 minutes, That way you're only working hard for two hours before the long break.",5,"After repeating a ""set"" of four pomodoros, you get a long break of 20-30 minutes!"
50,The family is rolled up in the final katamari that becomes the moon.,0,"When the King of All Cosmos drunkenly destroys the stars in Katamari Damacy, his actions don't go unnoticed on earth."
50,The family is rolled up in the final katamari that becomes the moon.,1,The Hoshino Family observes news reports about disappearing stars as they travel to visit astronaut patriarch Tomino for a rocket launch.
50,The family is rolled up in the final katamari that becomes the moon.,2,"At the end of the game, they gather on the now-barren Earth to appreciate the new cosmos the Prince has created."
51,"Laura Lee's Teddy bear that sits on the passenger seat just catches fire for no reason, then the plane explodes. Maybe the forest doesn't want them to leave, which is kinda like the theme is.",0,The TV series Yellowjackets follows the Yellowjacket's girl's soccer team after a plane crash that strands them in the forest for 19 months.
51,"Laura Lee's Teddy bear that sits on the passenger seat just catches fire for no reason, then the plane explodes. Maybe the forest doesn't want them to leave, which is kinda like the theme is.",1,"As the months drag on, more and more survivors die, including Laura Lee, who finds a small plane and tries to pilot it out of the wilderness, but crashes into a nearby lake."
52,The hybrid impregnates pregnant women.,0,"In ""Alien vs."
